Time,V(NODE2),
0,5.816749542313327e-14,
1.0000000000000001e-7,0.00006561862614358301,
2.0000000000000002e-7,0.00013708213951236825,
3.0000000000000004e-7,0.00020890470644833613,
4.0000000000000003e-7,0.0002805657864556608,
5.000000000000001e-7,0.0003520140515066154,
6.000000000000001e-7,0.0004232425511554846,
7.000000000000001e-7,0.0004942485468310385,
8.000000000000001e-7,0.0005650297118680424,
9.000000000000001e-7,0.0006355837717863173,
0.0000010000000000000002,0.0007059084702434558,
0.0000011000000000000003,0.0007760015658355346,
0.0000012000000000000004,0.0008458608318230138,
0.0000013000000000000005,0.0009154840561311552,
0.0000014000000000000006,0.0009848690413762997,
0.0000015000000000000007,0.0010540136048928558,
0.0000016000000000000008,0.0011229155787592672,
0.0000017000000000000009,0.0011915728098229408,
0.000001800000000000001,0.0012599831597233761,
0.000001900000000000001,0.0013281445049145122,
0.000002000000000000001,0.0013960547366857563,
0.000002100000000000001,0.0014637117611807468,
0.000002200000000000001,0.0015311134994167536,
0.000002300000000000001,0.001598257887300801,
0.0000024000000000000007,0.0016651428756459489,
0.0000025000000000000006,0.0017317664301857332,
0.0000026000000000000005,0.0017981265315880105,
0.0000027000000000000004,0.0018642211754661907,
0.0000028000000000000003,0.001930048372390905,
0.0000029,0.0019956061479002194,
0.000003,0.002060892542507251,
0.0000031,0.002125905611708891,
0.0000032,0.0021906434259911026,
0.0000032999999999999997,0.0022551040708350925,
0.0000033999999999999996,0.0023192856467211314,
0.0000034999999999999995,0.0023831862691315354,
0.0000035999999999999994,0.002446804068553329,
0.0000036999999999999993,0.0025101371904782104,
0.000003799999999999999,0.0025731837954035604,
0.000003899999999999999,0.002635942058830625,
0.000003999999999999999,0.0026984101712627514,
0.000004099999999999999,0.0027605863382017606,
0.000004199999999999999,0.002822468780144585,
0.000004299999999999999,0.002884055732577861,
0.0000043999999999999985,0.0029453454459714783,
0.000004499999999999998,0.0030063361857723065,
0.000004599999999999998,0.0030670262323953244,
0.000004699999999999998,0.0031274138812162153,
0.000004799999999999998,0.0031874974425597584,
0.000004899999999999998,0.0032472752416906107,
0.000004999999999999998,0.003306745618801161,
0.000005099999999999998,0.0033659069289993645,
0.000005199999999999998,0.0034247575422952426,
0.0000052999999999999975,0.0034832958435870127,
0.0000053999999999999974,0.003541520232646002,
0.000005499999999999997,0.0035994291241009985,
0.000005599999999999997,0.0036570209474218337,
0.000005699999999999997,0.003714294146902013,
0.000005799999999999997,0.0037712471816404992,
0.000005899999999999997,0.003827878525523322,
0.000005999999999999997,0.003884186667203229,
0.000006099999999999997,0.003940170110080308,
0.0000061999999999999965,0.003995827372280542,
0.0000062999999999999964,0.004051156986633807,
0.000006399999999999996,0.004106157500652112,
0.000006499999999999996,0.004160827476506221,
0.000006599999999999996,0.004215165491002106,
0.000006699999999999996,0.004269170135555773,
0.000006799999999999996,0.0043228400161697675,
0.000006899999999999996,0.0043761737534062884,
0.000006999999999999996,0.004429169982361581,
0.0000070999999999999955,0.004481827352638781,
0.0000071999999999999954,0.004534144528321032,
0.000007299999999999995,0.004586120187942784,
0.000007399999999999995,0.004637753024462088,
0.000007499999999999995,0.0046890417452314015,
0.000007599999999999995,0.004739985071967114,
0.000007699999999999996,0.004790581740720869,
0.000007799999999999996,0.004840830501847813,
0.000007899999999999997,0.004890730119976369,
0.000007999999999999998,0.004940279373976083,
0.000008099999999999999,0.004989477056925998,
0.0000082,0.00503832197608201,
0.0000083,0.005086812952844215,
0.000008400000000000001,0.005134948822723218,
0.000008500000000000002,0.00518272843530674,
0.000008600000000000002,0.005230150654225219,
0.000008700000000000003,0.005277214357117497,
